Class	Gene	LocusTag	t0	t1	t2	t	t4	t5	t6	t7	t8	g135	g150	g180	
C	metS	BSU00380		0	-0.18960471	-0.470637053	0.015493367	-0.459498517	-1.26995874	-1.201807233	-1.043271003	-2.005187055	0.37789157	0.492020385	0.447481783
C	nfrA	BSU38110		0	-0.354417533	-0.69034244	0.260346533	0.603086557	0.637552977	0.920026087	0.518535503	0.986275592	0.657704402	0.546701617	0.92721506
C	pdxS	BSU00110		0	0.253402477	-0.559423543	-0.920672617	-1.55870669	-1.8390803	-2.205221521	-1.87457757	-1.984788415	-0.40821611	-0.254197705	-0.419397027
C	pdxT	BSU00120		0	0.118899197	-0.798889097	-0.89658612	-1.445262697	-1.58829727	-2.210482114	-1.92348042	-2.171158115	-0.512731725	-0.56442131	-0.602279493
C	phrA	BSU12440		0	1.2443202	1.49417051	1.463526887	1.47466369	1.402980297	1.243861606	1.467893063	1.132643618	-4.523420692	-4.358763537	-4.681727637
C	pit	BSU12840		0	-0.558943493	-1.766086867	-1.6490995	-1.084409787	-0.72908265	-0.78457253	-0.799714497	-0.487036802	1.502319513	1.275046373	1.414071003
C	rocD	BSU40340		0	-4.846233583	-5.07766586	-6.700271501	-7.288307685	-7.605817102	-6.697209481	-7.979643992	-6.516377942	-6.543854896	-6.099883521	-6.548916978
C	rocE	BSU40330		0	-4.59165663	-4.96786679	-5.121038167	-5.45265068	-5.878038165	-5.407254358	-6.12050446	-6.368944578	-4.10112701	-4.1939785	-4.348863443
C	rocF	BSU40320		0	-4.42233606	-4.897186123	-4.698030733	-4.938535687	-5.469750375	-5.180690232	-5.464228131	-5.475372861	-3.50756394	-4.049114685	-3.93500694
C	rok	BSU14240		0	1.07011103	1.154532837	-0.152285253	-0.750590953	-1.137316603	-1.901580856	-1.12E+00	-0.937858242	0.776426518	0.636445288	1.019158737
C	sepF	BSU15390		0	0.519900373	0.524291823	0.50603879	0.461197707	0.30152974	0.097879019	-0.11944684	-0.230103593	0.524836747	0.334127452	0.520778563
C	sigD	BSU16470		0	-0.71639331	-1.957053657	-3.704485133	-4.204352543	-4.687702667	-5.053601283	-5.200810412	-5.404048392	-2.281464002	-1.670442817	-2.15557906
C	sinR	BSU24610		0	0.0715803	0.82406766	1.295636433	1.72797695	1.693669147	1.140167824	1.342145477	1.049874043	-0.649043247	-0.998236927	0.008312763
C	soj	BSU40970		0	0.48440087	0.216716603	-1.205492257	-1.630231227	-2.417611647	-3.977743081	-3.675503965	-4.519881722	-0.043212208	0.002877387	0.053924163
C	spo0J	BSU40960		0	0.253288347	0.001885623	-1.267442503	-1.77796989	-2.422229993	-3.445837611	-2.908383894	-4.138276335	-0.109089347	-0.139268347	-0.146007313
C	swrB	BSU16480		0	-0.601712703	-1.792372863	-0.11237708	-0.308723177	-1.093753843	-1.214413427	-0.92399207	-1.831359667	-2.123879092	-1.569364132	-2.07942553
C	tagV	BSU35520		0	0.49445886	-0.26247305	-1.549166483	-1.869385507	-1.964746097	-1.940769599	-2.065060847	-1.97594331	1.0015987	0.836821005	1.07006766
C	tkt	BSU17890		0	-0.238238347	-1.330419203	-1.50996753	-1.729888287	-2.004548323	-1.958605903	-1.858283207	-1.97309665	0.02968774	0.140974725	-0.177897643
C	ykaA	BSU12850		0	0.172831473	-1.213011277	-1.568662703	-1.002432343	-0.715062207	-0.89508988	-0.6431513	-0.477412208	1.718253597	1.673849322	1.958569763
C	ylmD	BSU15370		0	0.918416733	0.666644613	0.647395663	0.421431167	0.133940523	-0.469210693	-0.24697794	-0.976628308	0.506333402	0.560373732	0.506394427
C	ylmE	BSU15380		0	0.867295417	0.634834697	0.598036927	0.36850657	0.194563073	-0.197179883	-0.117352167	-0.74746177	0.779662575	0.66245812	0.672945107
C	ylmG	BSU15400		0	0.707914807	0.362159663	0.44546871	0.467797583	0.20625632	-0.160944672	-0.09073092	-0.51322441	0.575221125	0.37158971	0.219184943
C	ylmH	BSU15410		0	0.678094423	0.291195663	-0.408553783	-0.879250373	-1.158836187	-2.390675921	-1.539025157	-2.658014254	1.006486675	0.761739835	0.787338043
C	ylxF	BSU16260		0	0.34219579	-1.29524436	-2.98162379	-3.519916232	-3.942208177	-4.060748553	-4.419009293	-4.667205761	-2.068765612	-1.460499997	-2.012993927
C	ylxG	BSU16280		0	0.423963323	-1.441757743	-3.01811958	-3.571921559	-3.925208054	-3.963619248	-3.878820753	-4.119212329	-2.557122365	-1.637744115	-2.28450446
C	ylxH	BSU16410		0	-0.491970193	-2.137006193	-3.894915613	-4.522474349	-4.805423419	-4.687664043	-5.143474472	-5.170385594	-2.505616355	-1.68581617	-2.439191077
C	yqzC	BSU24940		0	-0.85490694	-1.295514067	-2.158878567	-2.15845998	-2.323556446	-1.590543021	-1.78306803	-1.767692133	0.626582402	0.224702662	0.79684312
C	yqzD	BSU24930		0	-0.508046967	-1.167265057	-2.008189467	-1.806158863	-2.29580731	-2.22859934	-1.89370595	-1.967156817	0.267771063	0.351864933	0.902929243
C	yrrL	BSU27370		0	-0.831012267	-1.899307806	-2.051046219	-2.102577447	-2.592051425	-2.938869599	-3.031582279	-3.284071933	0.469959665	0.356654835	0.49823346
C	yuxH	BSU31740		0	-0.86968563	-2.040449073	-3.922306757	-4.459484886	-4.639028256	-4.012865803	-3.114147463	-2.58348786	0.164189278	-0.191701987	0.045678807
C	yvyE	BSU35510		0	0.940688473	-0.081618337	-1.636672677	-1.940897273	-1.828229117	-2.253897316	-2.125962577	-2.631246097	1.043268775	0.92243829	1.28241177
C	ywcH	BSU38100		0	-0.451514746	-0.650001735	-0.594029988	0.002831846	0.738748575	0.779212639	0.320925774	0.050155886	1.020694269	0.927992503	1.109949938
D	rapA	BSU12430		0	1.08694709	1.23861103	1.142199383	1.120566173	1.179286493	0.894650518	1.082924907	0.716924098	-4.923103782	-4.748657497	-5.241870384
D	sdpA	BSU33750		0	3.114779183	3.281941267	1.93268575	1.948020567	0.493036927	-1.918577242	-1.3182803	-1.71405068	-3.542279958	-3.915714995	-3.918864189
D	yfmI	BSU07460		0	2.237608614	2.400751301	0.474312887	-0.552007807	-1.435081413	-2.239298616	-1.560135812	-1.331146902	-0.421935564	-0.430827571	-0.438850682
D	yxbC	BSU39880		0	4.012985007	4.091834077	3.951939033	3.639403777	2.738401363	2.096788683	2.46396617	2.187838412	-2.795499597	-2.47996456	-2.94701487
E	dnaG	BSU25210		0	0.685765803	0.018082157	0.04883817	0.083204713	0.415621567	0.354085919	0.190894303	0.358285382	0.692826647	0.559861032	0.65819356
E	lytE	BSU09420		0	1.710656317	1.34928748	0.404269763	-0.140782033	-0.54401475	-2.113490853	-0.2806746	-1.414424971	2.442084507	2.170587202	2.353078807
E	sigA	BSU25200		0	0.210571873	-1.489411027	-0.346433083	-0.54997348	-0.238121687	0.311419456	0.114497273	0.405458985	0.89882181	0.24649077	0.674844857
E	yqxD	BSU25230		0	0.46065558	-0.2113153	0.398938103	0.853266853	0.900128067	0.466065862	0.458277137	0.406566855	0.59867373	0.49040161	0.5574904
F	kinA	BSU13990		0	0.710305083	1.544956633	-0.07497509	-0.491954647	-1.123933455	-1.755775876	-1.05979529	-1.728967966	-2.304470382	-1.832321684	-2.149063815
F	racA	BSU37030		0	-0.497421311	4.620361095	3.663425218	3.552965798	2.990179928	2.372598682	2.882504462	2.75359721	0.07081487	-0.118341449	0.213691328
F	sigF	BSU23450		0	1.425783892	5.747120319	5.665840769	5.520358365	4.872880049	4.519947212	5.092678192	4.81007305	-1.990842193	-1.944952974	-1.733145787
F	sinI	BSU24600		0	-0.36468141	1.96875725	2.852304463	3.20279827	2.93487559	2.348896903	2.735114623	2.365160723	-1.08737664	-0.887046714	-1.232852042
F	spo0A	BSU24220		0	1.211322803	2.517319213	1.625300377	1.281147583	1.151517227	0.840835401	0.723266047	0.660670077	0.061894057	-0.134269328	0.155167723
F	spo0F	BSU37130		0	0.578552913	2.090192687	0.146645353	-0.21365031	-0.807277447	-1.058486492	-0.913877447	-1.6936298	-1.009516607	-1.073802477	-0.948670753
F	spoIIAA	BSU23470		0	1.530562702	5.701749199	5.742573362	5.664536125	4.869009049	4.353870469	4.788706322	4.356056014	-2.254804025	-2.01044343	-2.156494359
F	spoIIAB	BSU23460		0	1.343421377	5.760239097	5.517013567	5.514080854	4.700015924	4.206420177	4.73146809	4.374769949	-2.350742317	-1.918502354	-2.187770321
F	yttP	BSU29630		0	0.060195043	5.53404535	4.50286964	4.632823047	3.758340767	3.700751568	4.11899232	4.215677199	-0.528926704	-0.516199195	-0.57625316
